ID,优先纳入,PC,ContaminatingSample,IntendedSample
NJ_BA13C,FIRST,1,-0.0170455,-0.0164457
NJ_BA13C,FIRST,2,-0.0298261,-0.0324077
NJ_BA13C,FIRST,3,-0.00934515,-0.00556115
NJ_BA13C,FIRST,4,0.00587765,0.0124742
NJ_BA14C,FIRST,1,-0.0181747,-0.0166605
NJ_BA14C,FIRST,2,-0.035901,-0.0317628
NJ_BA14C,FIRST,3,0.0101854,-0.00681658
NJ_BA14C,FIRST,4,0.0144848,0.0132486
NJ_BA15C,FIRST,1,-0.0355085,-0.0164702
NJ_BA15C,FIRST,2,-0.104766,-0.0315145
NJ_BA15C,FIRST,3,-0.134723,-0.00246284
NJ_BA15C,FIRST,4,0.0938161,0.0141438
NJ_BA19C,FIRST,1,-0.00272778,-0.0164803
NJ_BA19C,FIRST,2,-0.0332303,-0.0321472
NJ_BA19C,FIRST,3,-0.0157537,-0.00494348
NJ_BA19C,FIRST,4,0.0193336,0.01294
NJ_BA20C,FIRST,1,-0.0169858,-0.0162369
NJ_BA20C,FIRST,2,-0.0403173,-0.0317063
NJ_BA20C,FIRST,3,-0.00206967,-0.00387453
NJ_BA20C,FIRST,4,-0.023719,0.0111333
NJ_BA22C,FIRST,1,-0.0563312,-0.0166519
NJ_BA22C,FIRST,2,0.00281443,-0.0325001
NJ_BA22C,FIRST,3,0.023107,-0.00621083
NJ_BA22C,FIRST,4,-0.07115,0.012995
NJ_BA24C,FIRST,1,-0.0152989,-0.0164849
NJ_BA24C,FIRST,2,-0.028445,-0.0317247
NJ_BA24C,FIRST,3,-0.0172607,-0.00354673
NJ_BA24C,FIRST,4,0.0580083,0.0139974
NJ_BA25A,FIRST,1,-0.0196639,-0.016585
NJ_BA25A,FIRST,2,-0.0405254,-0.031486
NJ_BA25A,FIRST,3,-0.0308851,-0.00472167
NJ_BA25A,FIRST,4,0.0134124,0.0153987
NJ_BA25B,FIRST,1,-0.0170636,-0.0163886
NJ_BA25B,FIRST,2,-0.0349646,-0.0320382
NJ_BA25B,FIRST,3,-0.0208105,-0.00308982
NJ_BA25B,FIRST,4,0.0292862,0.0149352
NJ_BA26C,FIRST,1,-0.0182234,-0.0162414
NJ_BA26C,FIRST,2,-0.0165049,-0.0319205
NJ_BA26C,FIRST,3,0.0101535,-0.00298835
NJ_BA26C,FIRST,4,0.0214784,0.0157027
NJ_BA27C,FIRST,1,-0.0199364,-0.0162479
NJ_BA27C,FIRST,2,-0.040277,-0.0321797
NJ_BA27C,FIRST,3,-0.00268806,-0.00322364
NJ_BA27C,FIRST,4,0.0233029,0.013595
NJ_BA28A,FIRST,1,-0.0169052,-0.016133
NJ_BA28A,FIRST,2,-0.0222455,-0.0318867
NJ_BA28A,FIRST,3,-0.00940099,-0.00295631
NJ_BA28A,FIRST,4,0.00253782,0.0131904
NJ_BA28B,FIRST,1,-0.0293258,-0.0165142
NJ_BA28B,FIRST,2,-0.0310268,-0.031095
NJ_BA28B,FIRST,3,0.0103412,-0.00502168
NJ_BA28B,FIRST,4,0.00771329,0.0128323
NJ_BA29A,FIRST,1,-0.0103743,-0.0163314
NJ_BA29A,FIRST,2,-0.0379763,-0.0316898
NJ_BA29A,FIRST,3,-0.0372058,-0.00693321
NJ_BA29A,FIRST,4,0.0245622,0.0123289
NJ_BA2C,FIRST,1,-0.0212005,-0.0164882
NJ_BA2C,FIRST,2,-0.0345315,-0.0316163
NJ_BA2C,FIRST,3,-0.0276829,-0.00719601
NJ_BA2C,FIRST,4,-0.0116194,0.009685
NJ_BA3C,FIRST,1,-0.0170454,-0.0164748
NJ_BA3C,FIRST,2,-0.029921,-0.0321028
NJ_BA3C,FIRST,3,-0.0217474,-0.00722661
NJ_BA3C,FIRST,4,0.0575652,0.011747
NJ_BA4C,FIRST,1,-0.0150962,-0.0162599
NJ_BA4C,FIRST,2,-0.0352097,-0.0315244
NJ_BA4C,FIRST,3,0.00343083,-0.00354374
NJ_BA4C,FIRST,4,0.00616832,0.0135041
NM004A,FIRST,1,-0.018715,-0.0163179
NM004A,FIRST,2,-0.033673,-0.0324535
NM004A,FIRST,3,-0.0433694,-0.00215397
NM004A,FIRST,4,0.029912,0.0148525
NM006A,FIRST,1,-0.0312342,-0.0166053
NM006A,FIRST,2,-0.153028,-0.032577
NM006A,FIRST,3,0.139585,-0.00595857
NM006A,FIRST,4,-0.182074,0.0151019
NM007A,FIRST,1,6.07e-05,-0.0166936
NM007A,FIRST,2,-0.0183537,-0.0331562
NM007A,FIRST,3,-0.00222041,-0.00401187
NM007A,FIRST,4,0.00101382,0.0177993
NM008A,FIRST,1,0.00935236,-0.0163592
NM008A,FIRST,2,-0.0185732,-0.0332958
NM008A,FIRST,3,0.0714134,-0.00369781
NM008A,FIRST,4,0.0337176,0.0180938
NM051B,FIRST,1,-0.00902208,-0.016707
NM051B,FIRST,2,-0.0164965,-0.0330319
NM051B,FIRST,3,0.040896,-0.00383803
NM051B,FIRST,4,0.0105818,0.0175049
NM052,FIRST,1,-0.0226336,-0.0166855
NM052,FIRST,2,-0.0176172,-0.0324167
NM052,FIRST,3,-0.0345189,-0.00415808
NM052,FIRST,4,0.0345281,0.0169194
NM053,FIRST,1,-0.018994,-0.0166766
NM053,FIRST,2,-0.0172545,-0.0324585
NM053,FIRST,3,-0.00716523,-0.00405224
NM053,FIRST,4,0.0345873,0.0169173
NM065,FIRST,1,-0.00560284,-0.0164796
NM065,FIRST,2,-0.00954457,-0.0329111
NM065,FIRST,3,0.0393799,-0.0020942
NM065,FIRST,4,-0.00644157,0.0167228
NM066,FIRST,1,-0.0849779,-0.0164957
NM066,FIRST,2,0.316796,-0.0327687
NM066,FIRST,3,-1.54484,-0.00108768
NM066,FIRST,4,1.33261,0.0180945
NM067,FIRST,1,-1.61453,-0.0163614
NM067,FIRST,2,0.530263,-0.0323859
NM067,FIRST,3,0.449599,-0.00456399
NM067,FIRST,4,-1.07554,0.0152018
NM085A,FIRST,1,0.0100161,-0.0167819
NM085A,FIRST,2,-0.0304684,-0.0320807
NM085A,FIRST,3,0.0279744,-0.0035521
NM085A,FIRST,4,0.014157,0.0182614
NM095A,FIRST,1,-0.0378181,-0.0164443
NM095A,FIRST,2,-0.0459552,-0.0327875
NM095A,FIRST,3,0.0144681,-0.00322606
NM095A,FIRST,4,-0.00227299,0.0164434
NM096A,FIRST,1,-0.0262814,-0.016173
NM096A,FIRST,2,-0.0478017,-0.0320714
NM096A,FIRST,3,-0.0390057,-0.00292989
NM096A,FIRST,4,0.0403751,0.0152582
NM097A,FIRST,1,-0.0177771,-0.0162025
NM097A,FIRST,2,-0.0400513,-0.0325402
NM097A,FIRST,3,0.0165653,-0.00328069
NM097A,FIRST,4,-0.00237402,0.0153627
NM099,FIRST,1,-0.016395,-0.0162772
NM099,FIRST,2,-0.0361617,-0.0332232
NM099,FIRST,3,-0.0154806,-0.00238308
NM099,FIRST,4,0.0210874,0.0181359
NM103A,FIRST,1,-0.00942188,-0.0164846
NM103A,FIRST,2,-0.0176907,-0.032414
NM103A,FIRST,3,0.00300594,-0.00182953
NM103A,FIRST,4,0.0205074,0.01691
NM106,FIRST,1,-0.0398278,-0.0164928
NM106,FIRST,2,-0.118309,-0.0320494
NM106,FIRST,3,0.343079,-0.00309249
NM106,FIRST,4,-0.684079,0.0156104
NM107,FIRST,1,-0.184632,-0.0165104
NM107,FIRST,2,-0.181013,-0.0325953
NM107,FIRST,3,-0.1451,-0.00414577
NM107,FIRST,4,-0.187857,0.0167157
NM118A,FIRST,1,0.103095,-0.0163541
NM118A,FIRST,2,-0.383734,-0.0320913
NM118A,FIRST,3,0.50084,-0.00400789
NM118A,FIRST,4,0.769302,0.0124792
NM119A,FIRST,1,0.00257975,-0.0163458
NM119A,FIRST,2,-0.00524304,-0.0325939
NM119A,FIRST,3,-0.0867079,-0.00333157
NM119A,FIRST,4,0.0463156,0.0148268
NM123,FIRST,1,0.0401648,-0.0166839
NM123,FIRST,2,-0.317103,-0.0331201
NM123,FIRST,3,0.363513,-0.00544838
NM123,FIRST,4,0.773315,0.0169846
NM124,FIRST,1,0.0182586,-0.0165591
NM124,FIRST,2,-0.0710424,-0.0329664
NM124,FIRST,3,0.472288,-0.00682389
NM124,FIRST,4,0.0140665,0.0148794
NM131A,FIRST,1,-0.00971812,-0.0165744
NM131A,FIRST,2,-0.0151625,-0.0329414
NM131A,FIRST,3,0.0436504,-0.00357819
NM131A,FIRST,4,-0.0226885,0.0166541
NM133,FIRST,1,-0.0181762,-0.0165523
NM133,FIRST,2,-0.0493169,-0.0327643
NM133,FIRST,3,-0.0271641,-0.0050295
NM133,FIRST,4,0.00499353,0.0153541
NM134A,FIRST,1,-0.0153901,-0.0167411
NM134A,FIRST,2,-0.02912,-0.0318993
NM134A,FIRST,3,-0.0105229,-0.00510741
NM134A,FIRST,4,0.0216435,0.0176523
NM135A,FIRST,1,-0.0190266,-0.0166662
NM135A,FIRST,2,-0.0206555,-0.0328295
NM135A,FIRST,3,-0.0179422,-0.00500508
NM135A,FIRST,4,0.0128424,0.0160806
NM136A,FIRST,1,-0.0116657,-0.0162121
NM136A,FIRST,2,-0.0378993,-0.0327425
NM136A,FIRST,3,-0.000176827,-0.00192006
NM136A,FIRST,4,0.0465852,0.0163469
NM137A,FIRST,1,-0.0209401,-0.0166733
NM137A,FIRST,2,-0.0621033,-0.0326963
NM137A,FIRST,3,0.00842282,-0.00375478
NM137A,FIRST,4,0.0155734,0.0175634
NM138A,FIRST,1,-0.0310665,-0.0165802
NM138A,FIRST,2,-0.0386027,-0.0320729
NM138A,FIRST,3,0.0312409,-0.00302547
NM138A,FIRST,4,-0.0164256,0.0160619
NM139A,FIRST,1,-0.0239174,-0.0178924
NM139A,FIRST,2,-0.0468629,-0.0318856
NM139A,FIRST,3,-0.00406615,-0.00360155
NM139A,FIRST,4,0.0205371,0.0136031
NM140A,FIRST,1,-0.0186317,-0.0164945
NM140A,FIRST,2,-0.0216779,-0.0323518
NM140A,FIRST,3,-0.0101745,-0.0033355
NM140A,FIRST,4,0.0408544,0.0165157
NM144A,FIRST,1,-0.0207226,-0.0165469
NM144A,FIRST,2,-0.0362622,-0.0319895
NM144A,FIRST,3,0.0335788,-0.00417582
NM144A,FIRST,4,-0.010332,0.0141565
NM145A,FIRST,1,-0.00269068,-0.0166735
NM145A,FIRST,2,-0.0201802,-0.0323449
NM145A,FIRST,3,-0.0513783,-0.00490184
NM145A,FIRST,4,0.00969607,0.0145095
NM146A,FIRST,1,-0.010327,-0.0165169
NM146A,FIRST,2,-0.0696661,-0.031868
NM146A,FIRST,3,0.0396627,-0.00380329
NM146A,FIRST,4,0.0885068,0.0149006
NM156,FIRST,1,1.15585,-0.0166279
NM156,FIRST,2,-1.03205,-0.0327427
NM156,FIRST,3,0.597614,-0.00428154
NM156,FIRST,4,0.981971,0.0195294
P1,FIRST,1,0.0870489,-0.0101868
P1,FIRST,2,-0.145251,0.0146249
P1,FIRST,3,0.0797216,0.0214155
P1,FIRST,4,0.12135,-0.00609329
P10,FIRST,1,0.00425965,-0.0107632
P10,FIRST,2,0.0545229,0.0133387
P10,FIRST,3,-0.0303575,0.0226131
P10,FIRST,4,-0.0744151,-0.00897542
P100A,FIRST,1,0.0214964,-0.00995462
P100A,FIRST,2,0.00757,0.0174021
P100A,FIRST,3,-0.0449206,0.015708
P100A,FIRST,4,0.17506,-0.00522356
P10B,FIRST,1,0.0184008,-0.0100427
P10B,FIRST,2,0.0687991,0.0156268
P10B,FIRST,3,-0.0739119,0.0204766
P10B,FIRST,4,-0.180225,-0.00538644
P10P,FIRST,1,-0.0208808,-0.0101487
P10P,FIRST,2,-0.178364,0.0118974
P10P,FIRST,3,0.0312886,0.0238116
P10P,FIRST,4,0.0805411,-0.0026057
P11,FIRST,1,-0.000997564,-0.0101964
P11,FIRST,2,-0.0229436,0.0150644
P11,FIRST,3,0.00475205,0.0148508
P11,FIRST,4,0.0404985,0.00234783
P11B,FIRST,1,-1.08872,-0.0093352
P11B,FIRST,2,0.821235,0.0164062
P11B,FIRST,3,-0.331244,0.0194576
P11B,FIRST,4,0.69811,-0.000908753
P11P,FIRST,1,0.00522055,-0.0101893
P11P,FIRST,2,-0.00205974,0.0128194
P11P,FIRST,3,0.0470062,0.0193309
P11P,FIRST,4,-0.0223698,-0.00452658
P12,FIRST,1,0.389427,-0.0102606
P12,FIRST,2,0.874365,0.0176456
P12,FIRST,3,-0.787874,0.00937168
P12,FIRST,4,0.117646,-0.00111481
P12P,FIRST,1,-0.156795,-0.0102526
P12P,FIRST,2,-0.688415,0.00943112
P12P,FIRST,3,-0.185156,0.0279382
P12P,FIRST,4,1.64415,-0.0111795
P13,FIRST,1,0.0317572,-0.00978082
P13,FIRST,2,0.0224222,0.0134697
P13,FIRST,3,0.00562081,0.018199
P13,FIRST,4,0.0208402,-0.00329646
P13B,FIRST,1,-0.00829745,-0.0101542
P13B,FIRST,2,0.0324368,0.0133562
P13B,FIRST,3,0.0533161,0.0170563
P13B,FIRST,4,0.0426282,-0.00398724
P14,FIRST,1,-0.0960135,-0.0101931
P14,FIRST,2,0.0617371,0.0166636
P14,FIRST,3,-0.0502683,0.0152374
P14,FIRST,4,-0.349621,0.000386132
P14B,FIRST,1,-0.00353118,-0.0101768
P14B,FIRST,2,0.00122199,0.0143674
P14B,FIRST,3,0.0645342,0.0217688
P14B,FIRST,4,-0.13728,0.0012011
P15,FIRST,1,0.0207603,-0.0114096
P15,FIRST,2,0.000585268,0.0146371
P15,FIRST,3,0.0405344,0.0162388
P15,FIRST,4,-0.076215,-0.0029494
P16,FIRST,1,0.00700587,-0.0105079
P16,FIRST,2,0.147067,0.013482
P16,FIRST,3,-0.0733451,0.0203339
P16,FIRST,4,-0.124523,-0.00580202
P16B,FIRST,1,-0.0902884,-0.00940382
P16B,FIRST,2,-0.807106,0.0132393
P16B,FIRST,3,-0.46989,0.0208836
P16B,FIRST,4,0.512446,-0.00318863
P17,FIRST,1,0.213667,-0.0100691
P17,FIRST,2,0.0154256,0.0141789
P17,FIRST,3,0.634059,0.0216412
P17,FIRST,4,-0.182175,-0.00724058
P17B,FIRST,1,-0.0019793,-0.00963056
P17B,FIRST,2,-0.0128847,0.0131863
P17B,FIRST,3,0.013114,0.0195251
P17B,FIRST,4,0.0198615,-0.00231371
P18,FIRST,1,-0.0725156,-0.0107767
P18,FIRST,2,-0.0461782,0.0106035
P18,FIRST,3,1.69861,0.0229227
P18,FIRST,4,-0.292016,-0.00743856
P18B,FIRST,1,-0.0180361,-0.0107615
P18B,FIRST,2,0.0080099,0.0112435
P18B,FIRST,3,0.0343927,0.0231892
P18B,FIRST,4,0.0416287,-0.00660316
P19,FIRST,1,-0.0512244,-0.0100167
P19,FIRST,2,0.449989,0.0107931
P19,FIRST,3,0.190434,0.0269117
P19,FIRST,4,0.781195,-0.00848935
P19B,FIRST,1,0.00676278,-0.00924544
P19B,FIRST,2,-0.00924683,0.0159677
P19B,FIRST,3,-0.0270769,0.016448
P19B,FIRST,4,0.00338183,-0.0034437
P1B,FIRST,1,-0.062119,-0.009662
P1B,FIRST,2,-0.0192716,0.0156652
P1B,FIRST,3,0.00116737,0.0138815
P1B,FIRST,4,0.123135,0.00140403
P1P,FIRST,1,-0.0198814,-0.0106051
P1P,FIRST,2,0.00840321,0.0113979
P1P,FIRST,3,-0.0240528,0.0242077
P1P,FIRST,4,-0.0124568,-0.00627007
P2,FIRST,1,0.176084,-0.0100803
P2,FIRST,2,-0.449291,0.0181785
P2,FIRST,3,0.806682,0.0114304
P2,FIRST,4,1.5,-8.81e-05
P20,FIRST,1,-0.0211612,-0.00999739
P20,FIRST,2,0.0644387,0.0153028
P20,FIRST,3,0.0118875,0.0166162
P20,FIRST,4,-0.0345871,0.000510015
P20B,FIRST,1,-0.00960499,-0.00998443
P20B,FIRST,2,0.0522306,0.0132236
P20B,FIRST,3,0.00203555,0.0219717
P20B,FIRST,4,0.0673814,-0.00554391
P21,FIRST,1,4.27899,-0.00957324
P21,FIRST,2,-8.62146,0.0155999
P21,FIRST,3,3.09616,0.0196751
P21,FIRST,4,-1.79806,-0.00529156
P21B,FIRST,1,0.00946083,-0.00978581
P21B,FIRST,2,0.0523496,0.0148199
P21B,FIRST,3,0.00575943,0.0187269
P21B,FIRST,4,-0.0315845,-0.00215776
P22,FIRST,1,-0.00766442,-0.0107135
P22,FIRST,2,-0.764218,0.0121374
P22,FIRST,3,2.38488,0.022103
P22,FIRST,4,-1.53218,-0.00270521
P22B,FIRST,1,0.00656677,-0.0111467
P22B,FIRST,2,-0.0164428,0.0149751
P22B,FIRST,3,-0.0367061,0.0154643
P22B,FIRST,4,-0.0450398,-0.00285101
P23,FIRST,1,0.663726,-0.0102804
P23,FIRST,2,0.0762195,0.0112668
P23,FIRST,3,0.0980318,0.0242181
P23,FIRST,4,1.13483,-0.00342199
P23B,FIRST,1,-0.0147625,-0.0101735
P23B,FIRST,2,0.0189799,0.0137926
P23B,FIRST,3,0.0616726,0.0160708
P23B,FIRST,4,-0.029535,-0.0011724
P24,FIRST,1,-0.109383,-0.00991277
P24,FIRST,2,0.647,0.0146047
P24,FIRST,3,-0.45107,0.0169639
P24,FIRST,4,0.43094,0.000425818
P24B,FIRST,1,-0.0498531,-0.0103363
P24B,FIRST,2,0.0699416,0.0164805
P24B,FIRST,3,0.0467686,0.0147291
P24B,FIRST,4,0.0489357,-0.00292283
P25,FIRST,1,-0.0127181,-0.0101849
P25,FIRST,2,0.0343375,0.0118479
P25,FIRST,3,0.0167558,0.0213135
P25,FIRST,4,-0.02565,-0.0103543
P25B,FIRST,1,-0.0297741,-0.00957693
P25B,FIRST,2,-0.0085333,0.0136076
P25B,FIRST,3,0.00730623,0.0147731
P25B,FIRST,4,-0.0142845,-0.0071908
P26,FIRST,1,-0.013138,-0.0104357
P26,FIRST,2,-0.0160696,0.011985
P26,FIRST,3,0.00619144,0.0260312
P26,FIRST,4,-0.03164,-0.00512036
P26B,FIRST,1,0.0183351,-0.010665
P26B,FIRST,2,0.0190257,0.0127224
P26B,FIRST,3,-0.0289461,0.0236713
P26B,FIRST,4,-0.226078,-0.00563092
P27,FIRST,1,-0.652443,-0.0100161
P27,FIRST,2,0.123116,0.0150063
P27,FIRST,3,0.385312,0.0195469
P27,FIRST,4,-0.351623,-0.000721439
P27B,FIRST,1,-0.171713,-0.0094327
P27B,FIRST,2,1.59252,0.0142426
P27B,FIRST,3,2.36315,0.0220808
P27B,FIRST,4,0.76811,-0.00616961
P28,FIRST,1,0.0944105,-0.0100774
P28,FIRST,2,0.338854,0.0176368
P28,FIRST,3,-0.198323,0.0185878
P28,FIRST,4,0.119112,0.00218328
P28B,FIRST,1,-1.4503,-0.0100244
P28B,FIRST,2,-0.633345,0.0157095
P28B,FIRST,3,1.85806,0.0187964
P28B,FIRST,4,1.47203,-0.00298082
P29,FIRST,1,-0.717122,-0.0101363
P29,FIRST,2,1.24179,0.0135506
P29,FIRST,3,1.52905,0.0170115
P29,FIRST,4,-0.986691,-0.00386125
P29B,FIRST,1,-0.00949718,-0.0102986
P29B,FIRST,2,-0.00750066,0.0157735
P29B,FIRST,3,-0.0675419,0.0125778
P29B,FIRST,4,-0.0380572,-0.00503136
P2B,FIRST,1,0.0194528,-0.0102249
P2B,FIRST,2,-0.0277124,0.0131675
P2B,FIRST,3,0.11607,0.0171241
P2B,FIRST,4,0.0608708,-0.00425803
P2P,FIRST,1,-0.0151645,-0.0106845
P2P,FIRST,2,-0.0083657,0.0111678
P2P,FIRST,3,-0.030978,0.0231334
P2P,FIRST,4,0.00320315,-0.00686084
P3,FIRST,1,0.113846,-0.00998626
P3,FIRST,2,-0.104842,0.0120883
P3,FIRST,3,1.23706,0.0260048
P3,FIRST,4,0.181211,-0.00767892
P30,FIRST,1,0.0276711,-0.0102666
P30,FIRST,2,0.0256323,0.0136299
P30,FIRST,3,-0.347013,0.0232794
P30,FIRST,4,-0.13699,-0.00772578
P30B,FIRST,1,-0.0175308,-0.00992363
P30B,FIRST,2,-0.026631,0.0141818
P30B,FIRST,3,-0.159056,0.0195053
P30B,FIRST,4,0.0749932,-0.00436482
P31,FIRST,1,-0.565278,-0.00982785
P31,FIRST,2,-0.806807,0.0154056
P31,FIRST,3,1.88606,0.0184551
P31,FIRST,4,-1.38894,-0.00409118
P31B,FIRST,1,0.0236142,-0.0104273
P31B,FIRST,2,0.00891653,0.0151314
P31B,FIRST,3,0.0043785,0.0151829
P31B,FIRST,4,0.171589,-0.00129966
P32,FIRST,1,0.00941715,-0.00961763
P32,FIRST,2,-0.133532,0.0145498
P32,FIRST,3,0.0449848,0.016308
P32,FIRST,4,-0.0636223,0.00092024
P32B,FIRST,1,-0.00810941,-0.00972012
P32B,FIRST,2,0.00927018,0.0147874
P32B,FIRST,3,-0.00103855,0.0188815
P32B,FIRST,4,0.00593844,-0.00197803
P33,FIRST,1,-0.0771183,-0.0101884
P33,FIRST,2,-0.154071,0.0164311
P33,FIRST,3,0.180855,0.0142458
P33,FIRST,4,0.253646,-0.00095398
P33B,FIRST,1,0.0119111,-0.0104109
P33B,FIRST,2,-0.0315594,0.0147196
P33B,FIRST,3,0.0699815,0.0193586
P33B,FIRST,4,0.0312242,-0.00413127
P34,FIRST,1,-0.0107317,-0.00983407
P34,FIRST,2,0.0160222,0.015169
P34,FIRST,3,0.00198194,0.0131553
P34,FIRST,4,0.015913,-0.00263818
P35,FIRST,1,0.37627,-0.00883766
P35,FIRST,2,-0.0702221,0.0159895
P35,FIRST,3,1.26333,0.0124703
P35,FIRST,4,1.12541,0.000867502
P35B,FIRST,1,-0.0159707,-0.0106026
P35B,FIRST,2,0.00283497,0.0125663
P35B,FIRST,3,0.0181969,0.0247905
P35B,FIRST,4,-0.0649683,-0.00873267
P36,FIRST,1,-0.0278594,-0.00953912
P36,FIRST,2,-6.24609,0.0132475
P36,FIRST,3,-1.00464,0.0211071
P36,FIRST,4,0.130195,-0.00801772
P36B,FIRST,1,-0.0396255,-0.00994455
P36B,FIRST,2,-0.0452016,0.0167949
P36B,FIRST,3,-0.134854,0.0170684
P36B,FIRST,4,-0.0403965,-0.00179084
P37,FIRST,1,0.529111,-0.0108077
P37,FIRST,2,-0.630609,0.0151802
P37,FIRST,3,0.195323,0.0140094
P37,FIRST,4,0.306828,-0.00334856
P37B,FIRST,1,0.162,-0.0101569
P37B,FIRST,2,-1.67964,0.0168869
P37B,FIRST,3,0.821264,0.0181511
P37B,FIRST,4,-1.92861,-0.00139353
P38,FIRST,1,-0.0168439,-0.0104164
P38,FIRST,2,0.0164222,0.0106088
P38,FIRST,3,0.0658892,0.0289052
P38,FIRST,4,-0.0345726,-0.00961716
P38B,FIRST,1,0.0495714,-0.00958883
P38B,FIRST,2,0.00656049,0.0156819
P38B,FIRST,3,-0.0290391,0.016355
P38B,FIRST,4,-0.057199,-0.00191616
P39,FIRST,1,-0.286745,-0.0100045
P39,FIRST,2,0.0114024,0.0163903
P39,FIRST,3,-0.0474115,0.0198008
P39,FIRST,4,-0.789508,-0.0027649
P39B,FIRST,1,-0.00957639,-0.0106104
P39B,FIRST,2,0.0168168,0.0134965
P39B,FIRST,3,0.0161971,0.0177539
P39B,FIRST,4,0.000218972,-0.00532037
P3B,FIRST,1,0.307418,-0.010125
P3B,FIRST,2,-0.185615,0.0141578
P3B,FIRST,3,0.772682,0.0219786
P3B,FIRST,4,-0.4102,0.00195623
P3P,FIRST,1,-0.0145808,-0.0100938
P3P,FIRST,2,-0.0108671,0.0126347
P3P,FIRST,3,-0.00456306,0.0224628
P3P,FIRST,4,0.0372435,-0.00751085
P4,FIRST,1,-0.00832237,-0.0102969
P4,FIRST,2,-0.00693517,0.0182623
P4,FIRST,3,-0.046264,0.0111275
P4,FIRST,4,-0.0142802,-0.00132782
P40,FIRST,1,0.011105,-0.00961942
P40,FIRST,2,-0.0619576,0.0167985
P40,FIRST,3,0.269181,0.0107036
P40,FIRST,4,0.140776,-0.00100253
P40B,FIRST,1,0.0110409,-0.01018
P40B,FIRST,2,-0.045206,0.0147084
P40B,FIRST,3,0.00622568,0.0152887
P40B,FIRST,4,-0.0530705,-0.0052904
P41,FIRST,1,-0.0651628,-0.00993547
P41,FIRST,2,-0.252395,0.0157205
P41,FIRST,3,0.182164,0.0169651
P41,FIRST,4,0.0541737,-0.000508396
P41B,FIRST,1,-0.00916243,-0.00901799
P41B,FIRST,2,0.0175196,0.0161491
P41B,FIRST,3,0.0196622,0.0156484
P41B,FIRST,4,-0.00456279,-0.00404282
P42,FIRST,1,-0.0472196,-0.00959349
P42,FIRST,2,-0.0342765,0.0148698
P42,FIRST,3,0.0446667,0.0282804
P42,FIRST,4,-0.019219,-0.0110553
P42B,FIRST,1,0.002971,-0.00998359
P42B,FIRST,2,-0.0109564,0.0162246
P42B,FIRST,3,-0.00381791,0.0127773
P42B,FIRST,4,0.0072979,0.00186931
P43,FIRST,1,0.432882,-0.0093593
P43,FIRST,2,0.0874213,0.0146861
P43,FIRST,3,-0.145866,0.018438
P43,FIRST,4,0.776106,-0.00274099
P43B,FIRST,1,0.00284911,-0.00976542
P43B,FIRST,2,0.00544567,0.0144079
P43B,FIRST,3,-0.00239223,0.0149182
P43B,FIRST,4,-0.0686061,-0.00139812
P44,FIRST,1,-0.815821,-0.0101064
P44,FIRST,2,0.752652,0.0150708
P44,FIRST,3,1.05649,0.0153104
P44,FIRST,4,-1.39502,-0.00376865
P44B,FIRST,1,-0.124754,-0.00925759
P44B,FIRST,2,-0.338955,0.0150467
P44B,FIRST,3,0.779117,0.0173879
P44B,FIRST,4,-0.340341,-0.00828973
P45,FIRST,1,-0.941703,-0.0102409
P45,FIRST,2,0.410173,0.0123445
P45,FIRST,3,1.54137,0.0232466
P45,FIRST,4,0.847425,-0.0080378
P45B,FIRST,1,0.0196532,-0.00984574
P45B,FIRST,2,0.0294681,0.0143443
P45B,FIRST,3,-0.0488107,0.025434
P45B,FIRST,4,0.037114,-0.00928187
P46,FIRST,1,0.017775,-0.0104228
P46,FIRST,2,-0.00767982,0.0123952
P46,FIRST,3,0.252522,0.0295135
P46,FIRST,4,-0.0154155,-0.00872407
P46B,FIRST,1,-0.0194323,-0.00942464
P46B,FIRST,2,-0.0282249,0.0137908
P46B,FIRST,3,0.0456791,0.0175036
P46B,FIRST,4,0.194597,-0.00578909
P47,FIRST,1,0.092858,-0.00951722
P47,FIRST,2,0.437191,0.0151325
P47,FIRST,3,0.0153345,0.0203334
P47,FIRST,4,0.124352,-0.00303318
P47B,FIRST,1,0.00849034,-0.0103191
P47B,FIRST,2,0.0109463,0.0152288
P47B,FIRST,3,0.0266079,0.0135655
P47B,FIRST,4,0.00246376,-0.00301185
P48,FIRST,1,0.0453755,-0.0112977
P48,FIRST,2,0.00153681,0.0154764
P48,FIRST,3,0.0121385,0.0211638
P48,FIRST,4,-0.0622115,-0.00288824
P48B,FIRST,1,0.0139984,-0.0097937
P48B,FIRST,2,0.0154468,0.0126269
P48B,FIRST,3,0.068367,0.0225405
P48B,FIRST,4,-0.0527523,-0.00708648
P49,FIRST,1,-0.0558931,-0.0106673
P49,FIRST,2,-0.0250725,0.0173838
P49,FIRST,3,-0.0786763,0.0131922
P49,FIRST,4,-0.125274,-0.000923801
P49B,FIRST,1,-0.113723,-0.0113373
P49B,FIRST,2,0.202834,0.0166348
P49B,FIRST,3,-0.338028,0.0169498
P49B,FIRST,4,-0.740346,-0.00287482
P4P,FIRST,1,-0.0124824,-0.0102304
P4P,FIRST,2,0.0155565,0.0120513
P4P,FIRST,3,-0.0379288,0.0213621
P4P,FIRST,4,-0.112075,-0.00553734
P5,FIRST,1,0.0138236,-0.00946643
P5,FIRST,2,0.0926455,0.0144223
P5,FIRST,3,-0.0615393,0.0182578
